,행정구역,2011년 65세이상 인구 비율,2012년 65세이상 인구 비율,2013년 65세이상 인구 비율,2014년 65세이상 인구 비율,2015년 65세이상 인구 비율,2016년 65세이상 인구 비율,2017년 65세이상 인구 비율,2018년 65세이상 인구 비율,2019년 65세이상 인구 비율,2020년 65세이상 인구 비율
113,충청북도 청주시 청원구,14.32604,14.23763,14.53401,10.76382,10.72208,10.65493,11.08496,11.39511,11.97184,12.64178
114,충청북도 충주시,14.71168,15.20962,15.62838,15.97491,16.32798,16.69786,17.61891,18.11747,18.89132,19.68055
115,충청북도 제천시,15.14355,15.78014,16.33116,16.84734,17.33094,17.67619,18.83063,19.66156,20.64375,21.67945
116,충청북도 보은군,27.72417,28.35821,28.71088,29.26402,29.51948,29.76827,30.71976,31.6152,33.10874,34.36443
117,충청북도 옥천군,21.90444,22.44384,23.18291,23.91889,24.67751,25.36017,26.50388,27.44195,28.53027,29.57139
118,충청북도 영동군,24.89678,25.27486,25.82956,26.29766,26.86959,27.19972,28.08718,28.91079,29.95814,31.41635
119,충청북도 증평군,13.29942,13.60892,13.98136,14.24175,14.04379,14.26772,14.89029,15.66578,16.42865,17.15964
120,충청북도 진천군,15.49698,15.72694,15.9366,16.3378,16.16334,16.16297,16.13665,15.84674,16.03522,16.46755
121,충청북도 괴산군,27.91364,28.1627,28.48472,29.12831,29.53051,29.74367,30.46551,30.92786,31.98682,34.32349
122,충청북도 음성군,16.11126,16.39385,16.70285,16.87193,17.13453,17.2886,18.17462,19.09945,20.07433,21.09942
123,충청북도 단양군,22.52255,23.27137,24.04479,24.90629,25.45106,25.88926,27.02962,27.67807,29.05296,30.6013
124,충청남도 천안시,8.06053,8.27423,8.53915,8.79257,9.05203,9.22413,9.58971,9.8326,10.29915,10.78947
125,충청남도 천안시 동남구,9.77181,10.04195,10.41888,10.80193,11.23592,11.65886,12.40826,12.84877,13.45548,14.21768
126,충청남도 천안시 서북구,6.70121,6.86744,7.05719,7.22982,7.39351,7.46833,7.66984,7.82768,8.2149,8.57232
127,충청남도 공주시,18.256,18.66528,19.3127,20.32371,21.37227,22.02563,23.0633,23.74583,24.83987,26.14743
128,충청남도 보령시,18.56401,19.37589,20.14428,20.91333,21.44071,22.11162,22.88998,23.64546,24.7127,25.86865
129,충청남도 아산시,10.52371,10.72373,10.92893,11.08371,11.37312,11.57598,11.86985,12.21334,12.73716,13.28711
130,충청남도 서산시,14.4982,14.81493,15.14439,15.62368,15.96012,16.41216,16.89908,17.15529,17.80354,18.35795
131,충청남도 논산시,19.64982,20.31377,20.94895,21.63499,22.22294,22.77114,23.42114,24.25435,25.33279,26.41223
132,충청남도 계룡시,7.3378,7.70878,8.0377,8.49773,8.61491,9.02331,9.49576,10.1667,11.08655,11.71661
133,충청남도 당진시,15.53266,15.68496,15.7504,15.95085,16.26252,16.47062,16.95304,17.27722,17.91945,18.70342
134,충청남도 금산군,23.27146,23.9738,24.65684,25.41239,26.10653,26.74504,27.79901,28.52392,29.87734,31.03388
135,충청남도 부여군,25.59051,26.22749,26.92324,27.98172,28.85737,29.59522,30.69942,31.59317,33.04016,34.42306
136,충청남도 서천군,26.88568,27.9888,28.93688,29.78878,30.66772,31.39327,32.49841,33.47057,34.87738,36.32222
137,충청남도 청양군,28.96782,29.54779,30.17882,30.93525,31.33446,31.53604,31.84822,32.56131,33.93133,35.77296
138,충청남도 홍성군,20.78699,21.18984,21.52189,21.77737,21.81316,21.32118,21.55656,22.12362,22.89416,23.76763
139,충청남도 예산군,22.42048,23.25446,24.03615,24.77184,25.88161,27.05467,28.13239,28.80387,29.92377,31.21603
140,충청남도 태안군,22.30545,23.27333,24.38638,25.24211,25.75925,26.3975,27.38222,28.41171,29.59215,30.86396
141,부산광역시 중구,16.86933,17.79929,18.69258,19.5862,20.66964,21.45638,22.80067,24.25517,25.63589,26.87712
142,부산광역시 서구,16.39212,17.52739,18.4715,19.38958,20.27974,21.16081,22.2303,22.80294,24.08689,25.08613
143,부산광역시 동구,17.24358,18.2596,19.51235,20.61333,21.6631,22.6371,23.71607,24.63066,25.24471,25.94676
144,부산광역시 영도구,15.76551,16.93056,18.13115,19.40697,20.4189,21.51913,22.90542,24.20468,25.80391,27.30368
145,부산광역시 부산진구,12.42343,13.13163,13.91043,14.65674,15.35202,16.07884,16.93341,17.82745,18.75852,19.56466
146,부산광역시 동래구,11.08331,11.88519,12.70488,13.42351,14.0879,14.79367,15.77124,16.60507,17.27687,18.17413
147,부산광역시 남구,12.27158,13.1694,13.89553,14.7713,15.58101,16.42089,17.51444,17.91638,18.84181,19.84877
148,부산광역시 북구,9.24192,9.70579,10.4004,11.09442,11.74006,12.41836,13.53475,14.52255,15.76879,16.95125
149,부산광역시 해운대구,10.31394,10.89755,11.59784,12.27065,12.90082,13.54141,14.54935,15.34761,16.30576,17.23952
150,부산광역시 사하구,10.02524,10.70179,11.45971,12.29253,13.14135,13.98015,15.07976,16.10935,17.43405,18.69487
151,부산광역시 금정구,12.03007,12.73407,13.56744,14.44432,15.30285,16.13987,17.18459,18.26751,19.51042,20.66244
152,부산광역시 강서구,14.13344,14.51235,14.23583,13.30461,12.08037,11.33791,11.2496,11.45929,11.71835,12.01212
153,부산광역시 연제구,11.66196,12.45793,13.3757,14.13236,14.73154,15.35789,16.25214,17.09296,18.09547,19.00248
154,부산광역시 수영구,13.16932,14.08986,15.07384,15.83707,16.51603,17.1929,18.12318,19.16866,20.24491,20.99162
155,부산광역시 사상구,9.07383,9.78141,10.60548,11.40632,12.27625,13.12758,14.27238,15.35899,16.69418,17.90991
156,부산광역시 기장군,12.85443,13.1924,12.73442,12.72695,12.91307,13.28228,14.01105,14.58717,15.38891,15.69449
157,대구광역시 중구,16.76501,17.72425,18.43113,18.70908,18.78213,19.24804,19.66298,19.60429,20.1457,20.55693
158,대구광역시 동구,12.70874,13.42534,14.17909,14.74761,15.30075,15.87212,16.85648,17.55126,18.52959,19.47511
159,대구광역시 서구,11.7317,12.56522,13.5321,14.56944,15.46537,16.55982,18.10388,19.42866,20.96795,22.26209
160,대구광역시 남구,14.58588,15.33829,16.38424,17.39107,18.23167,19.16092,20.36835,21.3673,22.27151,23.1602
161,대구광역시 북구,8.98071,9.48215,10.06664,10.61536,11.08709,11.61625,12.29272,12.94549,13.73512,14.32826
162,대구광역시 수성구,10.03312,10.56921,11.05457,11.57118,12.08448,12.62407,13.41155,14.11617,14.80913,15.50491
163,대구광역시 달서구,7.94768,8.43317,8.92919,9.49421,10.00114,10.63997,11.59604,12.37904,13.31987,14.16447
164,대구광역시 달성군,10.087,10.32349,10.7915,11.22865,11.53118,11.09416,11.07345,11.48186,11.91159,12.58777
165,울산광역시 중구,8.10028,8.64244,9.17705,9.68743,10.07072,10.75387,11.67097,12.67604,13.87551,14.95189
166,울산광역시 남구,6.1976,6.62042,7.11847,7.59578,8.13625,8.62894,9.42914,10.22096,11.21552,12.0052
167,울산광역시 동구,5.76284,6.1466,6.56644,7.07315,7.64847,8.2343,9.24029,10.19363,11.39262,12.41772
168,울산광역시 북구,5.37029,5.60493,5.85853,6.10227,6.39475,6.64926,7.00137,7.25849,7.55248,8.06065
